532 - updateIssues.php,SELECT * FROM CIL34 T1 LEFT JOIN CIL36 T2 ON T1.ID34 = T2.QID36 AND T2.TID36 =  WHERE T1.CLAS34 =  AND T1.TYPE34 = 
823 - updateIssues.php,UPDATE CIL01 SET DESC01 = '', RQID01=, CLAS01=, TYPE01=, PRTY01=, RSID01=0,STAT01=, CDAT01=0, CTIM01='', UDAT01=20210222, UTIM01='082648', EDAT01=20210222, ESTI01='082648', ESLV01=0, UPID01=13643, OCCR01=0, EMDA01=0 WHERE ID01=
913 - updateIssues.php,INSERT INTO CIL02 VALUES( 7162250, , '', 20210222, '08:26:48', 13643, '')
683 - showTicketDetails.php,SELECT ID01, RQID01, DESC01, LDES01, DATE01, STAT01, PRTY01, RSID01, TYPE01, CLAS01, BUYR01, OWNR01, POFF01,UDAT01,UTIM01,  KEY101, KEY201, KEY301, KEY401, CHCE01, IMPT01, EMDA01, EDAT01, ESTI01, PRNT01, CHLF01 FROM CIL01L00 WHERE ID01 = BG00222246
532 - updateIssues.php,SELECT * FROM CIL34 T1 LEFT JOIN CIL36 T2 ON T1.ID34 = T2.QID36 AND T2.TID36 =  WHERE T1.CLAS34 =  AND T1.TYPE34 = 
823 - updateIssues.php,UPDATE CIL01 SET DESC01 = '', RQID01=, CLAS01=, TYPE01=, PRTY01=, RSID01=0,STAT01=, CDAT01=0, CTIM01='', UDAT01=20210222, UTIM01='093502', EDAT01=20210222, ESTI01='093502', ESLV01=0, UPID01=15006, OCCR01=0, EMDA01=0 WHERE ID01=
913 - updateIssues.php,INSERT INTO CIL02 VALUES( 7162402, , '', 20210222, '09:35:02', 15006, '')
532 - updateIssues.php,SELECT * FROM CIL34 T1 LEFT JOIN CIL36 T2 ON T1.ID34 = T2.QID36 AND T2.TID36 =  WHERE T1.CLAS34 =  AND T1.TYPE34 = 
823 - updateIssues.php,UPDATE CIL01 SET DESC01 = '', RQID01=, CLAS01=, TYPE01=, PRTY01=, RSID01=0,STAT01=, CDAT01=0, CTIM01='', UDAT01=20210222, UTIM01='094736', EDAT01=20210222, ESTI01='094736', ESLV01=0, UPID01=14725, OCCR01=0, EMDA01=0 WHERE ID01=
913 - updateIssues.php,INSERT INTO CIL02 VALUES( 7162425, , '', 20210222, '09:47:36', 14725, '')
308 - maintenanceUserAdd.php,SELECT OPID08 FROM HLP08 WHERE ATTR08 =1 AND USER08= 
286 - maintenanceUserAdd.php,SELECT ID08, TEXT08 FROM HLP08 WHERE ATTR08=2 AND USER08=
308 - maintenanceUserAdd.php,SELECT OPID08 FROM HLP08 WHERE ATTR08 =3 AND USER08= 
308 - maintenanceUserAdd.php,SELECT OPID08 FROM HLP08 WHERE ATTR08 =4 AND USER08= 
